ID,NAME OF THE DAM,OTHER NAME,DECIMAL DEGREE LATITUDE,DECIMAL DEGREE LONGITUDE,HEIGHT,LENGTH,RESERVOIR CAPACITY,RESERVOIR AREA,RESERVOIR NAME,RIVER,INTERNATIONAL,YEAR OF COMPLETION,FLOOD CONTROL,IRRIGATION,HYDROELECTRICITY,NAVIGATION,RECREATION,WATER SUPPLY,OTHER USE,COUNTRY,NEAREST TOWN,STATE / PROVINCE,NOTE
3.0403,SALTO BURITI,,-8.7679712,-54.95246249,20,,10.2,,,Curuá,,,,,,,,,,Brazil,Altamira,Pará,
3.0404,SALTO CAXIAS,GOVERNOR JOSÉ RICHA,-25.542555,-53.48973122,67,1100,3573,0.141,,Iguaçu,,1999,,,X,,,,,Brazil,Capitão Leônildas Marques,Paraná,
3.0405,SALTO DO IPORANGA,,-24.1152,-47.73941701,77,,39.7,2.7,,Riacho Iporanga,,,,,X,,,,,Brazil,Juquiá,São Paulo,
3.0406,SALTO GRANDE,LUCAS NOGUEIRA GARCEZ,-22.90219,-49.9949466,38,,44.5,0.016,,Paranapanema,,,,,X,,,,,Brazil,Salto Grande/Cambará,São Paulo/Paraná,
3.0407,SALTO GRANDE,AMERICANA,-22.698952,-47.28410439,25,228,,16.1,,Atibaia,,1912,,,X,,,,,Brazil,"Valinhos, Americana",São Paulo,
3.0408,SALTO GRANDE,,-19.14631,-42.74851,7,,54.15,,,Guanhães,,,,,,,,,,Brazil,Braúnas,Minas Gerais,
3.0409,SALTO MIMOSO (ASSIS),ASSIS CHATEAUBRIAND,-20.674832,-53.56701601,40,545,,12.8,,Pardo,,1976,,,,,,,,Brazil,Ribas do Rio Pardo,Mato Grosso do Sul,
3.041,SALTO OSÓRIO,,-25.535595,-53.00934954,56,796,1124,0.051,,Iguaçu,,1975,,,X,,,,,Brazil,Quedas do Iguaçu/São Jorge D'Oeste,Paraná,
3.0411,SALTO SANTIAGO,,-25.611572,-52.61596052,80,1400,6775,0.208,,Iguaçu,,1980,,,X,,,,,Brazil,Rio Bonito do Iguaçu/Saudade do Iguaçu,Paraná,
3.0412,SAMUEL,,-8.7518482,-63.45470775,40,1000,3166.42,0.6,,Jamari,,1989,,,X,,,,,Brazil,Candeias do Jamari,Rondônia,
3.0413,SANTA BARBARA,,-31.7308,-52.3696,10,,16,,,Santa Bárbara,,,,,,,,,,Brazil,Pelotas,Rio Grande do Sul,
3.0414,SANTA BRANCA,,-23.374919,-45.87071709,54,325,434,0.028,,Paraíba do Sul,,1960,,,X,,,,,Brazil,Santa Branca/Jacareí,São Paulo,
3.0415,SANTA CECILIA,,-22.481274,-43.83879545,10,,4.4,0.001,,Paraíba do Sul,,,,,X,,,,,Brazil,Barra do Piraí,Rio de Janeiro,
3.0416,SANTA CECÍLIA,,-15.982665,-55.375783,,,5.7,,,,,,,,,,,,,Brazil,Santo Antônio do Leverger,Mato Grosso,
3.0417,SANTA CLARA,,-25.645327,-51.95639087,,,431.22,0.022,,Jordão,,2005,,,X,,,,,Brazil,Pinhão/Candói,Paraná,
3.0418,SANTA CLARA,,-17.895136,-40.20150909,67,242,150.6,0.008,,Mucuri,,2002,,,X,,,,,Brazil,Serra dos Aimorés/Nanuque,Minas Gerais,
3.0419,SANTA CRUZ,,-25.1519,-49.4128,,,599.7,,,Tacaniça,,,,,,,,,,Brazil,Rio Branco do Sul,Paraná,
3.042,SANTA CRUZ DO TRAIRI,,-6.2241636,-36.02983643,16,,5.159,,,Trairi,,,,,,,,,,Brazil,Santa Cruz,Rio Grande do Norte,
3.0421,SANTA EDWIGES I,,-14.325278,-46.23,35,,7.185,,,Piracanjuba,,,,,,,,,,Brazil,Mambaí/Buritinópolis,Goiás,
3.0422,SANTA FÉ I,SANTA FÉ,-22.032507,-43.154277,,,,,,,,,,,,,,,,Brazil,Levi Gasparian/Santana do Deserto,Rio de Janeiro/Minas Gerais,
3.0423,SANTA HELENA,,-12.61079,-38.27218174,23,260,240,7.7,,Jacuípe,,1976,,,,,,,,Brazil,Camaçari/Dias D'Ávila,Bahia,
3.0424,SANTA INES,,-7.6299909,-38.59549092,,,26.115,0.003,,,,,,,,,,,,Brazil,Santa Inês,Paraíba,
3.0425,SANTA ISABEL,,-29.3931,-51.0861,40,,1850,,,Santa Isabel,,,,,,,,,,Brazil,Nova Petrópolis,Rio Grande do Sul,
3.0426,SANTA JOANA,,-19.823563,-40.07568185,24,,18.748,,,Santa Joana,,,,,,,,,,Brazil,Aracruz,Espírito Santo,
3.0427,SANTA LAURA,,-26.76704,-52.31829,,,18.74,,,Chapecozinho,,,,,,,,,,Brazil,Ouro Verde/Faxinal dos Guedes,Santa Catarina,
3.0428,SANTA LUZIA,,-6.8738727,-36.92436362,19,,11.96,0.003,,Piranhas,,,,,,,,,,Brazil,Santa Luzia,Paraíba,
3.0429,SANTA MARIA,,-15.666973,-47.95442598,35,550,58.5,0.101,,Santa Maria,,1969,,,,,,,,Brazil,Brasília,Distrito Federal,
3.043,SANTA MARIA DO ARAÇATIAÇU,,-4.0415635,-39.98574542,18,,8.2,,,Bom Jesus,,,,,,,,,,Brazil,Sobral,Ceará,
3.0431,SANTA MARTA,,-16.627648,-43.30790271,12,,7.7,,,,,,,,,,,,,Brazil,Grão Mogol,Minas Gerais,
3.0432,SANTA ROSA II,,-22.09606,-42.27817,28,,6.95,,,Grande,,,,,,,,,,Brazil,Bom Jardim/Cordeiro/Trajano de Morais,Rio de Janeiro,
3.0433,SANTANA DO PAU DOS F,,-6.142091,-38.18173638,,,,,,,,,,,,,,,,Brazil,Pau dos Ferros,Rio Grande do Norte,
3.0434,SANTO ANTONIO,,-8.8003819,-63.95067269,60,990,133.39,0.032,,Madeira,,2016,,,X,,,,,Brazil,Porto Velho,Rondônia,
3.0435,SANTO ANTONIO DAS FL (RUSSAS),SANTO ANTONIO DAS FL,-4.8542818,-38.16690004,16,,24,0.009,,Palhano,,,,,,,,,,Brazil,Russas,Ceará,
3.0436,SANTO ANTONIO DO ARACATIAÇU,,-3.8816718,-40.01217887,,,24.34,0.005,,Aracatiaçu,,,,,,,,,,Brazil,Sobral,Ceará,
3.0437,SÃO CRISTOVÃO,ARRODEIO,-7.8613955,-38.78303959,17,,,,,São Cristovão,,,,,,,,,,Brazil,São José do Belmonte,Pernambuco,
3.0438,SÃO GONCALO,,-6.8455663,-38.31137067,44,380,44.6,0.007,,Piranhas,,1936,,,,,,,,Brazil,Souza,Paraíba,
3.0439,SÃO JOSÉ,,-11.5231,-40.0448,41,1540,357,0.026,,Jacuípe,,,,,,,,,,Brazil,São José do Jacuípe,Bahia,
3.044,SÃO JOSÉ II,,-7.4767,-37.2945,15,,29.1,,,Pau Branco,,,,,,,,,,Brazil,São José do Egito,Pernambuco,
3.0441,SÃO JOSÉ III,LAVRINHA,-24.00613,-47.93894,31,,15,,,Turvinho,,,,,,,,,,Brazil,São Miguel Arcanjo,São Paulo,
3.0442,SÃO LOURENÇO (EX.ZÉ FERNANDO),,-16.217904,-54.94480745,,,100.63,,,São Lourenço,,,,,,,,,,Brazil,Juscimeira,Mato Grosso,
3.0443,SÃO MAMEDE,,-6.9314225,-37.07312554,15,,15.791,3.7,,Sabugi,,,,,,,,,,Brazil,São Mamede,Paraíba,
3.0444,SÃO MATEUS,,-25.8548,-50.392,17,,2,0.001,,Canoas,,,,,,,,,,Brazil,São Mateus do Sul,Paraná,
3.0445,SÃO MATEUS,,-4.3704161,-39.31753827,22,,10.34,,,Curu,,,,,,,,,,Brazil,Canindé,Ceará,
3.0446,SÃO PEDRO TIMBAUBA,,-3.571677,-39.97552338,,,19.259,0.005,,,,,,,,,,,,Brazil,Miraíma,Ceará,
3.0447,SÃO RAIMUNDO NONATO,ALDEIA,-9.0203037,-42.69991431,,,,,,,,,,,,,,,,Brazil,São Raimundo Nonato,Piauí,
3.0448,SÃO SALVADOR,,-12.808433,-48.23862183,32,1500,952,0.104,,Tocantins,,2010,,,X,,,,,Brazil,São Salvador do Tocantins/Paranã,Tocantins,
3.0449,SÃO SIMÃO,,-19.0174,-50.49892746,127,3611,12540,0.703,,Paranaíba,,1978,,,X,,,,,Brazil,Santa Vitória/São Simão,Minas Gerais/Goiás,
3.045,SÃO VICENTE,,-3.3963855,-40.26234649,14,,9.846,,,São Vicente,,,,,,,,,,Brazil,Santana do Acaraú,Ceará,
3.0451,SARACURUNA,,-22.551841,-43.271291,43,120,6,,,Saracuruna,,1962,,,X,,,,,Brazil,Duque de Caxias,Rio de Janeiro,
3.0452,SEGREDO,,-25.792798,-52.11307163,145,,3000,0.082,,Iguaçu,,,,,X,,,,,Brazil,Reserva do Iguaçu/Mangueirinha,Paraná,
3.0453,SENADOR JONAS PINHEIRO,CAETÉ,-16.1061,-55.3451,5,,5.532,,,Caeté,,,,,,,,,,Brazil,Santo Antonio de Leverger,Mato Grosso,
3.0454,SENHORA DO PORTO,,-19.037441,-42.92355337,34,,5.32,,,,,,,,,,,,,Brazil,Dores de Guanhães,Minas Gerais,
3.0455,SERAFIM DIAS,,-5.7297959,-39.64911828,33,726,43,0.007,,Banabuiu,,1899,,,,,,,,Brazil,Mombaça,Ceará,
3.0456,SERRA AZUL,,-19.974197,-44.34142813,45,640,93.23,0.001,,Serra Azul,,1982,,,,,,,,Brazil,Mateus Leme,Minas Gerais,
3.0457,SERRA DA MESA,,-13.832861,-48.30357573,154,1500,54400,1.784,,Tocantins,,1998,,,X,,,,,Brazil,Minaçu/Colinas do Sul,Goiás,
3.0458,SERRA DO FACÃO,,-18.045985,-47.67518695,,660,5199,0.219,,São Marcos,,2010,,,X,,,,,Brazil,Catalão/Davinópolis,Goiás,
3.0459,SERRA DOS CAVALINHOS II,,-28.791844,-50.74574678,28,,8.451,,,,,,,,,,,,,Brazil,Monte Alegre dos Campos,Rio Grande do Sul,
3.046,SERRARIA,,-24.151896,-47.54801963,60,,16.5,2.1,,Juquiá,,,,,X,,,,,Brazil,Juquiá,São Paulo,
3.0461,SERROTE (EDSON QUEIR),EDSON QUEIROZ,-4.2152043,-40.06805292,43,1976,254,0.027,,Groaíras,,1981,,,,,,,,Brazil,Santa Quitéria,Ceará,
3.0462,SIMPLÍCIO,,-22.033128,-43.00014828,33,310,126.5,0.014,,Paraíba do Sul,,2011,,,X,,,,,Brazil,Sapucaia/Chiador,Rio de Janeiro/Minas Gerais,
3.0463,SINOP,,-11.27859,-55.44784243,,,,,,,,,,,,,,,,Brazil,Cláudia/Itaúba,Mato Grosso,
3.0464,SIST VARGEM FLORES,,-19.917973,-44.16944708,26,380,44,0.006,Varzea das Flores,Ribeirão Betim,,1972,,,,,,,,Brazil,Betim,Minas Gerais,
3.0465,SISTEMA VERDE GRANDE,,-16.770258,-43.66522162,38,675,44.6,0.001,,Juramento,,1983,,,,,,,,Brazil,Juramento,Minas Gerais,
3.0466,SOBRADINHO,,-9.4250452,-40.82051668,43,8532,34116,4.124,Itaparica,São Francisco,,1979,,X,X,X,,,,Brazil,Sobradinho/Casa Nova,Bahia,
3.0467,SOLEDADE,,-20.503519,-43.77239655,45,,80,1.8,,Soledade,,,,,,,,,,Brazil,Ouro Branco,Minas Gerais,
3.0468,SOLEDADE I,,-7.0695421,-36.34630846,20,448,27.058,0.005,,Paraíba,,1933,,,,,,,,Brazil,Soledade,Paraíba,
3.0469,SUICA,,-20.088362,-40.55599284,17,,1.3,,,Santa Maria,,,,,,,,,,Brazil,Santa Leopoldina,Espírito Santo,
3.047,SUL,,-27.503709,-49.55542918,45,,93.5,,,Itajaí Sul,,,,,,,,,,Brazil,Ituporanga,Santa Catarina,
3.0471,SUME,,-7.672917,-36.899583,24,396,36.8,0.7,,Sucuru,,1965,,,,,,,,Brazil,Sumé,Paraíba,
3.0472,TABOCAS,ENGENHEIRO GERCINO DE PONTES,-8.02423,-36.14107,,,11.225,,,Tabocas,,,,,,,,,,Brazil,Caruaru,Pernambuco,
3.0473,TAIAÇUPEBA,,-23.570301,-46.28215796,,,,,,,,,,,,,,,,Brazil,Suzano/Mogi das Cruzes,São Paulo,
3.0474,TAIPU,ENGENHEIRO JOSÉ BATISTA REGO PEREIRA - POÇO BRANCO,-5.6340303,-35.6546694,45,920,,3.7,,Ceará Mirim,,1970,,,,,,,,Brazil,Taipu,Rio Grande do Norte,
3.0475,TAPACURA,,-8.0373004,-35.16229925,,,94.2,9.1,,,,,,,,,,,,Brazil,Recife,Pernambuco,
3.0476,TAPERA,,-11.233579,-39.31635965,13,,2.404,0.6,,da Cacimba,,,,,,,,,,Brazil,Santaluz,Bahia,
3.0477,TAQUARA,,-3.8992683,-40.60710835,31,,274,,,Jaibaras,,,,,,,,,,Brazil,Cariré,Ceará,
3.0478,TAQUARUÇU,,-19.649134,-43.69157639,17,80,135,0.008,,Taquaruçu,,1936,,,X,,,,,Brazil,Taquaraçu de Minas,Minas Gerais,
3.0479,TAQUARUÇU (ESCOLA POLITÉCNICA),,-22.544,-52.0004,61,,672.5,0.08,,Paranapanema,,,,,X,,,,,Brazil,Itaguajé/Sandovalina,Paraná/São Paulo,
3.048,TEJUCUOCA,,-3.9763,-39.5064,,,28.11,2.7,,,,,,,,,,,,Brazil,Tejuçuoca,Ceará,
3.0481,TELES PIRES,,-9.3513491,-56.77758084,80,,897.22,,,Teles Pires,,,,,,,,,,Brazil,Jacareacanga/Paranaíta,Pará/Mato Grosso,
3.0482,TERRA NOVA,,-8.2276,-39.37313,22,,22.71,,,Terra Nova,,,,,,,,,,Brazil,Terra Nova,Pernambuco,
3.0483,TERZAGHI,VIGARIO (ELEVATORIA),-22.62894,-43.8958273,41,,37.7,,,Vigário,,,,,,,,,,Brazil,Piraí,Rio de Janeiro,
3.0484,THOMAZ OSTERNE,,-7.0903512,-39.48662398,28,,28.78,0.004,,Caras,,,,,,,,,,Brazil,Crato,Ceará,
3.0485,TRAIRI,,-6.2545802,-35.824506,27,,35.23,0.007,,Trairi,,,,,,,,,,Brazil,Santa Cruz,Rio Grande do Norte,
3.0486,TREMEDAL,,-14.980267,-41.40446287,32,,23.752,1.9,,Ressaca,,,,,,,,,,Brazil,Tremedal,Bahia,
3.0487,TRES BARRAS,,-10.19405,-37.22571736,,,,,,,,,,,,,,,,Brazil,Gracho Cardoso,Sergipe,
3.0488,TRÊS IRMÃOS,,-20.66885,-51.30066323,82,3700,13800,0.785,,Tietê,,1991,,,X,X,,,,Brazil,Pereira Barreto/Andradina,São Paulo,
3.0489,TRES MARIAS,,-18.213553,-45.26742182,75,2700,19528,1.155,Repressa Tres Marias,São Francisco,,1962,X,,X,,,,,Brazil,Três Marias/São Gonçalo do Abaeté,Minas Gerais,
3.049,TRUÇU,ROBERTO COSTA,-6.3067918,-39.43245054,36,1201,301,0.056,,Jaguaribe,,1899,,,,,,,,Brazil,Iguatu,Ceará,
3.0491,TUCUNDUBA,,-3.1800335,-40.44948623,18,,41.43,0.011,,Acaraú,,,,,,,,,,Brazil,Senador Sá,Ceará,
3.0492,TUCURUI,,-3.8324505,-49.64757329,95,9188,50280,2.43,Tucurui,Tocantins,,1984,,,X,X,,,,Brazil,Breu Branco/Tucuruí,Pará,
3.0493,UBALDINHO,,-6.5838,-39.2388,,,31.8,6.2,,Riacho São Miguel,,,,,,,,,,Brazil,Várzea Alegre,Ceará,
3.0494,UMARI,,-4.8094368,-39.55223863,29,,35.04,0.008,,Jaguaribe,,,,,,,,,,Brazil,Madalena,Ceará,
3.0495,UMARIZAL,,-6.0097692,-37.81564406,,,,,,,,,,,,,,,,Brazil,Umarizal,Rio Grande do Norte,
3.0496,URIMATAU,POLEIROS,-6.731478,-36.08863,,,,,,,,,,,,,,,,Brazil,Barra de Santa Rosa,Paraíba,
3.0497,VACACAI-MIRIM,,-29.674494,-53.78385829,,,,,,,,,,,,,,,,Brazil,Santa Maria,Rio Grande do Sul,
3.0498,VÁRZEA DA VOLTA,,-3.495052,-40.61011259,15,,12.5,3.8,,Várzea da Volta,,,,,,,,,,Brazil,Moraújo,Ceará,
3.0499,VÁRZEA DO BOI,,-5.9086846,-40.25597149,17,160,51.9,,,Carrapateiras,,1954,,,,,,,,Brazil,Tauá,Ceará,
3.05,VÁRZEA GRANDE,VAZEA GRANDE,-6.4289,-36.3551,28,,2153,,,Picuí,,,,,,,,,,Brazil,Picuí,Paraíba,
3.0501,VEREDA GRANDE,,-7.6588512,-43.08530662,45,586,640.8,5.2,,Itaveira,,1959,,,,,,,,Brazil,Floriano,Piauí,
3.0502,VINTE E CINCO DE MARÇO,,-6.1127356,-38.21464789,,,,,,,,,,,,,,,,Brazil,Pau dos Ferros,Rio Grande do Norte,
3.0503,VOLTA GRANDE,,-20.026781,-48.21857529,55,1978,2300,0.02,,Grande,,1974,,,X,,,,,Brazil,Miguelópolis/Conceição das Alagoas,São Paulo/Minas Gerais,
3.0504,VOSSOROCA,,-25.820984,-49.06494607,21,152,35.7,0.001,,São João,,1949,,,,,,,,Brazil,Tijucas do Sul,Paraná,
3.0505,XICÃO,,-21.92416,-45.47111,,,,,,,,,,,,,,,,Brazil,Campanha,Minas Gerais,
3.0506,XINGO,,-9.6266398,-37.79427316,150,800,3800,0.06,,São Francisco,,1994,,,X,,,,,Brazil,Canindé de São Francisco/Piranhas,Sergipe/Alagoas,
3.0507,ZANGARELHAS,,-6.5938442,-36.75292404,19,,7.916,,,Apodi,,,,,,,,,,Brazil,Jardim do Seridó,Rio Grande do Norte,
4.0001,ALCONES,,-34.383721,-71.758126,28,300,14,,,El Peral,,1926,,,,,,,,Chile,Pichilemu,VI Región,
4.0002,ANCOA,,-35.853278,-71.18331,122,368,80,2.3,,Ancoa,,2013,,X,,,X,,,Chile,Linares,VII Región,
4.0003,AROMOS,,-32.953885,-71.39790752,43,220,65,6,,Limache,,1978,,,,,,X,,Chile,Limache,V Región,
4.0004,AUSTRAL,,-26.245096,-70.10033187,29,700,100,10,,Pampa Austral,,1989,,,,,,,,Chile,Diego de Almagro,III Región,
4.0005,BARAHONA Nº3 (A),,-34.068343,-70.509075,19,450,47,1.6,,Offstream,,1977,,,,,,,,Chile,Rancagua,VI Región,
4.0006,EL BATO,,-31.556161,-70.871829,57,590,25.5,1.2,,El Bato,,2012,,X,,,,,,Chile,El Bato,IV Región,
4.0007,LOS BRONCES,,-33.153006,-70.29291849,51,524,3.5,1.1,,San Francisco,,1991,,,,,,,,Chile,Santiago,Región Metropolitana,
4.0008,BULLILEO,,-36.294616,-71.41032224,70,260,60,2.5,,Bullileo,,1948,,X,,,,,,Chile,Parral,VII Región,
4.0009,CALABOCILLO,,-37.293152,-71.49022624,20,106,,,,Polcura,,1976,,,,,,,,Chile,Los Angeles,VIII Región,
4.001,CANDELARIA,,-27.496451,-70.30070493,163,2400,260,5,,Offstream,,1994,,,,,,,,Chile,Copiapó,III Región,
4.0011,CARÉN,,-34.09435,-71.176365,41,900,150,8,,Carén,,1986,,,,,,,,Chile,Villa Alhué,Región Metropolitana,
4.0012,CARITAYA,,-19.013429,-69.336339,39,156,42,6.5,,Caritaya,,1935,,X,,,,,,Chile,Pisagua,I Región,
4.0013,CARRIZAL,,-34.453838,-71.74615057,15,300,4.5,,,El Carrizal,,1926,,,,,,,,Chile,Pichilemu,VI Región,
4.0014,CATAPILCO,,-32.547508,-71.29091613,15,1800,8,,,Catapilco,,1859,,,,,,,,Chile,Catapilco,V Región,
4.0015,CAUQUENES Nº3 (A),,-34.277637,-70.67881871,17,195,280,7.75,,Offstream,,1975,,,,,,,,Chile,Rancagua,VI Región,
4.0016,CAUQUENES Nº4 (A),,-34.286769,-70.677673,15,215,,,,Offstream,,1975,,,,,,,,Chile,Rancagua,VI Región,
4.0017,CENTINELA,,-35.665426,-71.289968,19,480,,,,Offstream,,1985,,,,,,,,Chile,Talca,VII Región,
4.0018,CERRILLOS,,-33.623482,-71.502065,19,87,3.4,0.93,,Leyda,,1932,,,,,,,,Chile,San Antonio,V Región,
4.0019,CHACRILLAS,,-32.503892,-70.55367062,103,319,31.4,0.93,,Rocin,,2013,,,,,,,,Chile,Putaendo,V Región,
4.002,CIPRESES (LA INVERNADA),,-35.729494,-70.77694911,28,360,173,7.5,,Cipreses,,1958,,,,,,,,Chile,Talca,VII Región,
4.0021,COGOTÍ,,-31.00895,-71.09144216,83,160,150,8.5,Cogoti,Huatulame,,1939,,X,,,X,,,Chile,Combarbalá,IV Región,
4.0022,COIHUECO,,-36.636555,-71.79349796,29,1010,29.2,2.4,,Pullami,,1972,,X,,,,,,Chile,Chillán,VIII Región,
4.0023,COLBÚN,,-35.674529,-71.34650129,116,550,1100,46,Colbun,Maule,,1985,,,X,X,X,,,Chile,Linares,VII Región,
4.0024,COLIHUES A,,-34.245715,-70.67934548,83,1200,170,7,,Cauquenes,,1981,,,,,,,,Chile,Rancagua,VI Región,
4.0025,COLIHUES B,,-34.256387,-70.660986,42,2000,,,,Offstream,,1984,,,,,,,,Chile,Rancagua,VI Región,
4.0026,COLIHUES C,,-34.252958,-70.688741,16,230,,,,Offstream,,1984,,,,,,,,Chile,Rancagua,VI Región,
4.0027,EL COLORADO,,-35.652196,-71.268875,39,2600,,,,Offstream,,1985,,,,,,,,Chile,Talca,VII Región,
4.0028,CONCHI,,-22.025279,-68.62117679,66,167,22,1.25,,Loa,,1975,X,X,,,,X,X,Chile,Calama,II Región,
4.0029,CONVENTO VIEJO - 2ND. STAGE,CONVENTO VIEJO,-34.765017,-71.12687801,32,670,237,29.7,,Chimbarongo,,2008,,,,,,,,Chile,Chimbarongo,VI Región,
4.003,CONVENTO VIEJO - 2ND. STAGE AUXILLAR,CONVENTO VIEJO,-34.755519,-71.129102,16,670,,29.7,,Chimbarongo,,2008,,,,,,,,Chile,Chimbarongo,VI Región,
4.0031,CONVENTO VIEJO I,,-34.765005,-71.12768152,16,500,,7.1,,Chimbarongo,,1994,,X,X,,,,,Chile,Chimbarongo,VI Región,
4.0032,CORRALES,,-31.910811,-70.914161,70,340,50,2.23,,Camisas,,2000,,X,,,,,,Chile,Salamanca,IV Región,
4.0033,COTACOTANI           ,,-18.1873,-69.24395381,,,21.18,,,,,,,,,,,,,Chile,,,
4.0034,LOS CRISTALES,,-34.567345,-70.518793,31,300,8.5,0.37,,Claro,,1976,,,,,,,,Chile,Rengo,VI Región,
4.0035,CULIMO,,-32.071452,-71.2331074,36,220,10,0.75,,Quilimarí,,1933,,,,,,,,Chile,Los Vilos,IV Región,
4.0036,LA DEHESA,,-33.328249,-70.528395,21,365,3.8,,,Las Hualtatas,,1924,,,,,,,,Chile,Santiago,Región Metropolitana,
4.0037,DIGUA,,-36.259517,-71.54974828,79,420,220,6.8,,Cato,,1968,,X,,,,,,Chile,Parral,VII Región,
4.0038,HUECHÚN,,-33.083888,-70.80098629,15,1300,30,6.6,,Chacabuco,,1932,,,,,,,,Chile,Santiago,Región Metropolitana,
4.0039,HUELEHUEICO,,-37.816784,-72.51231295,16,95,5.2,1.2,,Los Coipos,,1930,,,,,,,,Chile,Angol,VIII Región,
4.004,LAGO LAJA,,-37.381573,-71.37576,10,195,4000,120,,Laja,,1963,,X,X,X,,,,Chile,Los Angeles,VIII Región,
4.0041,LAGUNA DEL HUASCO,,-20.272764,-68.87595078,15,50,14,,,Tránsito,,1911,,,,,,,,Chile,Vallenar,III Región,
4.0042,LAGUNA DEL MAULE,,-36.01505,-70.556402,40,193,1420,86,Maule,Maule,,1957,,X,X,,,,,Chile,Talca,VII Región,
4.0043,LAGUNA DEL PLANCHÓN,,-35.164893,-70.539391,15,,73,,,Teno,,1952,,,,,,,,Chile,Curicó,VII Región,
4.0044,LA LAGUNA,,-30.205729,-70.040423,41,230,40,,,La Laguna,,1937,,X,,,,,,Chile,Vicuña,IV Región,
4.0045,LAUTARO,,-27.978927,-70.00019465,30,812,37,3.3,,Copiapó,,1939,X,X,,,,,,Chile,Copiapó,III Región,
4.0046,LOS LEONES - 1ST STAGE,,-32.970623,-70.25352969,128,330,42.5,1.35,,Los Leones,,1981,,,,,,,,Chile,Los Andes,V Región,
4.0047,LLIU-LLIU,,-33.096668,-71.217961,20,475,2.8,,,Lliu-Lliu,,1925,,,,,,,,Chile,Limache,V Región,
4.0048,LOLOL,,-34.751379,-71.52446147,30,200,6.4,0.92,,Fortaleza,,1938,,,,,,,,Chile,Santa Cruz,VI Región,
4.0049,MACHICURA,,-35.728376,-71.39902198,32,540,55,8,,Caballo Blanco,,1985,,X,X,,,,,Chile,Linares,VII Región,
4.005,MELADO,PEHUENCE,-35.75808,-71.08791367,90,310,35,3.4,,Melado,,1991,,,X,,,,,Chile,Talca,VII Región,
4.0051,EL MELÓN,,-32.714314,-71.18538133,16,650,2.25,,,El Melón,,1970,,,,,,,,Chile,Nogales,V Región,
4.0052,OROZCO,,-33.231026,-71.41833839,16,614,5.5,0.88,,La Playa,,1932,,,,,,,,Chile,Casablanca,V Región,
4.0053,LO OVALLE,,-33.253935,-71.35801456,13,1520,13.5,3.1,,Lo Ovalle,,1932,,,,,,,,Chile,Casablanca,V Región,
4.0054,PALOMA,,-30.704548,-71.032138,96,1000,740,30,Paloma,Grande,,1967,,X,,X,X,,,Chile,Ovalle,IV Región,
4.0055,PANGUE,,-37.911073,-71.611898,121,410,65,5,,Bio-Bio,,1996,,,X,,,,,Chile,Los Angeles,VIII Región,
4.0056,PEÑUELAS,,-33.14288,-71.54323952,22,480,95,,,Las Tablas,,1900,,,,,,X,,Chile,Valparaiso,V Región,
4.0057,LOS PERALES DE TAPIHUE,,-33.28268,-71.299071,15,1575,11.6,2.4,,Perales,,1932,,,,,,,,Chile,Casablanca,V Región,
4.0058,PITAMA,,-33.240561,-71.476192,17,375,2.1,0.36,,Pitama,,1932,,,,,,,,Chile,Casablanca,V Región,
4.0059,PUCLARO,,-29.994059,-70.861079,83,595,200,7.25,,Elqui,,1999,,X,,X,X,,,Chile,Vicuña,IV Región,
4.006,PURÍSIMA,,-33.349825,-71.50545402,20,153,2.4,0.48,,El Membrillo,,1931,,,,,,,,Chile,Casablanca,V Región,
4.0061,RALCO,,-38.045711,-71.4752,155,370,800,33.95,,Bio-Bio,,2004,,,X,,,,,Chile,Los Angeles,VIII Región,
4.0062,RAPEL,,-34.041428,-71.5882979,112,335,680,80,,Rapel,,1968,,,X,,,,,Chile,Melipilla,VI Región,
4.0063,RECOLETA,,-30.49609,-71.092635,47,816,100,5.5,Recoleta,Hurtado,,1934,,,,X,X,,,Chile,Ovalle,IV Región,
4.0064,RUNGUE,,-33.021101,-70.90787562,21,160,2.28,0.4,,Rungue,,1964,,,,,,,,Chile,Santiago,Región Metropolitana,
4.0065,SAN ALFONSO,,-32.634289,-71.32481918,22,250,2,,,Casas Viejas,,1892,,,,,,,,Chile,Catapilco,V Región,
4.0066,SANTA JUANA,,-28.677335,-70.641629,114,390,160,4.1,,Huasco,,1995,X,X,,,X,,,Chile,Vallenar,III Región,
4.0067,SAPOS,,-34.057082,-70.43853092,15,500,3,0.39,,Sapos,,1968,,,,,,,,Chile,Rancagua,VI Región,
4.0068,EL SAUCE,,-33.021959,-71.29822046,26,141,7.28,,,Peñuelas,,1910,,,,,,,,Chile,Valparaiso,V Región,
4.0069,SAUZAL,,-34.254405,-70.60440297,32,500,2.3,0.24,,Offstream,,1948,,,,,,,,Chile,Rancagua,VI Región,
4.007,SLOMAN,,-21.853551,-69.514188,40,47,1,,,Loa,,1911,,,,,,,,Chile,Quillagua,II Región,
4.0071,TUTUVÉN,,-35.895739,-72.380512,32,151,13,1.8,,Tutuvén,,1951,,X,,,,,,Chile,Cauquenes,VII Región,
4.0072,LA VINILLA,,-33.370172,-71.2715729,15,1120,4,,,Zapata,,1912,,,,,,,,Chile,Casablanca,V Región,
4.0073,EL YESO,,-33.665117,-70.085515,61,350,250,8.2,,Yeso,,1967,,X,,,,X,,Chile,Puente Alto,Región Metropolitana,
